id	# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_001507065_1	GCF_001507065.1	PRJNA224116	SAMN03246031		na	197	197	Campylobacter jejuni	strain=CJ677CC094		latest	Complete Genome	Major	Full	2016/01/07	ASM150706v1	University of Helsinki	GCA_001507065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/065/GCF_001507065.1_ASM150706v1		
GCF_001507085_1	GCF_001507085.1	PRJNA224116	SAMN03246004		na	197	197	Campylobacter jejuni	strain=CJ677CC008		latest	Complete Genome	Major	Full	2016/01/07	ASM150708v1	University of Helsinki	GCA_001507085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/085/GCF_001507085.1_ASM150708v1		
GCF_001507105_1	GCF_001507105.1	PRJNA224116	SAMN03246056		na	197	197	Campylobacter jejuni	strain=CJ677CC541		latest	Complete Genome	Major	Full	2016/01/07	ASM150710v1	University of Helsinki	GCA_001507105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/105/GCF_001507105.1_ASM150710v1		
GCF_001507125_1	GCF_001507125.1	PRJNA224116	SAMN03246010		na	197	197	Campylobacter jejuni	strain=CJ677CC024		latest	Complete Genome	Major	Full	2016/01/07	ASM150712v1	University of Helsinki	GCA_001507125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/125/GCF_001507125.1_ASM150712v1		
GCF_001507145_1	GCF_001507145.1	PRJNA224116	SAMN03246025		na	197	197	Campylobacter jejuni	strain=CJ677CC064		latest	Complete Genome	Major	Full	2016/01/07	ASM150714v1	University of Helsinki	GCA_001507145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/145/GCF_001507145.1_ASM150714v1		
GCF_001507165_1	GCF_001507165.1	PRJNA224116	SAMN03246040		na	197	197	Campylobacter jejuni	strain=CJ677CC525		latest	Complete Genome	Major	Full	2016/01/07	ASM150716v1	University of Helsinki	GCA_001507165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/165/GCF_001507165.1_ASM150716v1		
GCF_001507185_1	GCF_001507185.1	PRJNA224116	SAMN03246011		na	197	197	Campylobacter jejuni	strain=CJ677CC026		latest	Complete Genome	Major	Full	2016/01/07	ASM150718v1	University of Helsinki	GCA_001507185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/185/GCF_001507185.1_ASM150718v1		
GCF_001507205_1	GCF_001507205.1	PRJNA224116	SAMN03246014		na	197	197	Campylobacter jejuni	strain=CJ677CC034		latest	Complete Genome	Major	Full	2016/01/07	ASM150720v1	University of Helsinki	GCA_001507205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/205/GCF_001507205.1_ASM150720v1		
GCF_001507225_1	GCF_001507225.1	PRJNA224116	SAMN03246029		na	197	197	Campylobacter jejuni	strain=CJ677CC086		latest	Complete Genome	Major	Full	2016/01/07	ASM150722v1	University of Helsinki	GCA_001507225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/225/GCF_001507225.1_ASM150722v1		
GCF_001507245_1	GCF_001507245.1	PRJNA224116	SAMN03246032		na	197	197	Campylobacter jejuni	strain=CJ677CC095		latest	Complete Genome	Major	Full	2016/01/07	ASM150724v1	University of Helsinki	GCA_001507245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/245/GCF_001507245.1_ASM150724v1		
GCF_001507265_1	GCF_001507265.1	PRJNA224116	SAMN03246006		na	197	197	Campylobacter jejuni	strain=CJ677CC012		latest	Complete Genome	Major	Full	2016/01/07	ASM150726v1	University of Helsinki	GCA_001507265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/265/GCF_001507265.1_ASM150726v1		
GCF_001563565_1	GCF_001563565.1	PRJNA224116	SAMN04455262		na	197	197	Campylobacter jejuni	strain=RM3194		latest	Complete Genome	Major	Full	2016/02/18	ASM156356v1	U.S. Department of Agriculture	GCA_001563565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/565/GCF_001563565.1_ASM156356v1		
GCF_001587015_1	GCF_001587015.1	PRJNA224116	SAMN04545450		na	197	197	Campylobacter jejuni	strain=OD267		latest	Complete Genome	Major	Full	2016/03/11	ASM158701v1	University of Tulsa	GCA_001587015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/015/GCF_001587015.1_ASM158701v1		
GCF_001587035_1	GCF_001587035.1	PRJNA224116	SAMN04545451		na	197	197	Campylobacter jejuni	strain=WP2202		latest	Complete Genome	Major	Full	2016/03/11	ASM158703v1	University of Tulsa	GCA_001587035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/035/GCF_001587035.1_ASM158703v1		
GCF_001686905_1	GCF_001686905.1	PRJNA224116	SAMN04323384		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=RM1285		latest	Complete Genome	Major	Full	2016/07/16	ASM168690v1	USDA ARS	GCA_001686905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/905/GCF_001686905.1_ASM168690v1		
GCF_001717625_1	GCF_001717625.1	PRJNA224116	SAMN05544802		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=14980A		latest	Complete Genome	Major	Full	2016/08/31	ASM171762v1	USDA, ARS, WRRC	GCA_001717625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/625/GCF_001717625.1_ASM171762v1		
GCF_001721945_1	GCF_001721945.1	PRJNA224116	SAMN03380191		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj07		latest	Complete Genome	Major	Full	2016/09/08	ASM172194v1	University of Michigan	GCA_001721945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/945/GCF_001721945.1_ASM172194v1		
GCF_001721965_1	GCF_001721965.1	PRJNA224116	SAMN03380192		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj13		latest	Complete Genome	Major	Full	2016/09/08	ASM172196v1	University of Michigan	GCA_001721965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/965/GCF_001721965.1_ASM172196v1		
GCF_001721985_1	GCF_001721985.1	PRJNA224116	SAMN03380193		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=MTVDSCj16		latest	Complete Genome	Major	Full	2016/09/08	ASM172198v1	University of Michigan	GCA_001721985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/985/GCF_001721985.1_ASM172198v1		
GCF_001767215_1	GCF_001767215.1	PRJNA224116	SAMN05830826		na	1340842	197	Campylobacter jejuni subsp. jejuni str. RM3420	strain=RM3420		latest	Complete Genome	Major	Full	2016/10/18	ASM176721v1	USDA ARS	GCA_001767215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/215/GCF_001767215.1_ASM176721v1		
GCF_001865395_1	GCF_001865395.1	PRJNA224116	SAMN05942183		na	197	197	Campylobacter jejuni	strain=FJ3124		latest	Complete Genome	Major	Full	2016/11/03	ASM186539v1	University of Tulsa	GCA_001865395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/395/GCF_001865395.1_ASM186539v1		
GCF_001865415_1	GCF_001865415.1	PRJNA224116	SAMN05942187		na	197	197	Campylobacter jejuni	strain=TS1218		latest	Complete Genome	Major	Full	2016/11/03	ASM186541v1	University of Tulsa	GCA_001865415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/415/GCF_001865415.1_ASM186541v1		
GCF_001865435_1	GCF_001865435.1	PRJNA224116	SAMN05942179		na	197	197	Campylobacter jejuni	strain=IF1100		latest	Complete Genome	Major	Full	2016/11/03	ASM186543v1	University of Tulsa	GCA_001865435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/435/GCF_001865435.1_ASM186543v1		
GCF_001865595_1	GCF_001865595.1	PRJNA224116	SAMN02990965		na	1349827	197	Campylobacter jejuni subsp. jejuni M129	strain=M129		latest	Complete Genome	Major	Full	2016/11/03	ASM186559v1	University of Arizona	GCA_001865595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/595/GCF_001865595.1_ASM186559v1		
GCF_001870085_1	GCF_001870085.1	PRJNA224116	SAMN05942186		na	197	197	Campylobacter jejuni	strain=YQ2210		latest	Complete Genome	Major	Full	2016/11/07	ASM187008v1	University of Tulsa	GCA_001870085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/085/GCF_001870085.1_ASM187008v1		
GCF_001870105_1	GCF_001870105.1	PRJNA224116	SAMN05942185		na	197	197	Campylobacter jejuni	strain=ZP3204		latest	Complete Genome	Major	Full	2016/11/07	ASM187010v1	University of Tulsa	GCA_001870105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/105/GCF_001870105.1_ASM187010v1		
GCF_001951235_1	GCF_001951235.1	PRJNA224116	SAMN02630630		na	197	197	Campylobacter jejuni	strain=HF5-4A-4		latest	Complete Genome	Major	Full	2017/01/13	ASM195123v1	University of Nottingham	GCA_001951235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/235/GCF_001951235.1_ASM195123v1		
GCF_001951255_1	GCF_001951255.1	PRJNA224116	SAMN02630631		na	197	197	Campylobacter jejuni	strain=HF5-5-1		latest	Complete Genome	Major	Full	2017/01/13	ASM195125v1	University of Nottingham	GCA_001951255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/255/GCF_001951255.1_ASM195125v1		
GCF_001951275_1	GCF_001951275.1	PRJNA224116	SAMN02630632		na	197	197	Campylobacter jejuni	strain=HF5-7-1		latest	Complete Genome	Major	Full	2017/01/13	ASM195127v1	University of Nottingham	GCA_001951275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/275/GCF_001951275.1_ASM195127v1		
GCF_001951295_1	GCF_001951295.1	PRJNA224116	SAMN02630633		na	197	197	Campylobacter jejuni	strain=NS4-1-1		latest	Complete Genome	Major	Full	2017/01/13	ASM195129v1	University of Nottingham	GCA_001951295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/295/GCF_001951295.1_ASM195129v1		
GCF_001951315_1	GCF_001951315.1	PRJNA224116	SAMN02630634		na	197	197	Campylobacter jejuni	strain=NS4-5-1		latest	Complete Genome	Major	Full	2017/01/13	ASM195131v1	University of Nottingham	GCA_001951315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/315/GCF_001951315.1_ASM195131v1		
GCF_001951335_1	GCF_001951335.1	PRJNA224116	SAMN02630635		na	197	197	Campylobacter jejuni	strain=NS4-9-1		latest	Complete Genome	Major	Full	2017/01/13	ASM195133v1	University of Nottingham	GCA_001951335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/335/GCF_001951335.1_ASM195133v1		
GCF_002024325_1	GCF_002024325.1	PRJNA224116	SAMN06449041		na	197	197	Campylobacter jejuni	strain=NCTC12662		latest	Complete Genome	Major	Full	2017/03/09	ASM202432v1	University of Copenhagen	GCA_002024325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/325/GCF_002024325.1_ASM202432v1		
GCF_002028305_1	GCF_002028305.1	PRJNA224116	SAMN06554007		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=ATCC 35925		latest	Complete Genome	Major	Full	2017/03/15	ASM202830v1	NCSU	GCA_002028305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/305/GCF_002028305.1_ASM202830v1		
GCF_002101355_1	GCF_002101355.1	PRJNA224116	SAMN06290126		na	197	197	Campylobacter jejuni	strain=YH002		latest	Complete Genome	Major	Full	2017/04/20	ASM210135v1	USDA	GCA_002101355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/355/GCF_002101355.1_ASM210135v1		
GCF_002209005_1	GCF_002209005.1	PRJNA224116	SAMN04875588		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_262		latest	Complete Genome	Major	Full	2017/06/27	ASM220900v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002209005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/005/GCF_002209005.1_ASM220900v1		
GCF_002209025_1	GCF_002209025.1	PRJNA224116	SAMN04875589		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_263		latest	Complete Genome	Major	Full	2017/06/27	ASM220902v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002209025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/025/GCF_002209025.1_ASM220902v1		
GCF_002209045_1	GCF_002209045.1	PRJNA224116	SAMN04875591		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_265		latest	Complete Genome	Major	Full	2017/06/27	ASM220904v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002209045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/045/GCF_002209045.1_ASM220904v1		
GCF_002209065_1	GCF_002209065.1	PRJNA224116	SAMN04875592		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=FDAARGOS_266		latest	Complete Genome	Major	Full	2017/06/27	ASM220906v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002209065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/065/GCF_002209065.1_ASM220906v1		
GCF_002214785_1	GCF_002214785.1	PRJNA224116	SAMN05411282		na	197	197	Campylobacter jejuni	strain=FORC_046		latest	Complete Genome	Major	Full	2017/07/05	ASM221478v1	Food-borne Pathogen Omics Research Center, FORC	GCA_002214785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/785/GCF_002214785.1_ASM221478v1		
GCF_002224325_1	GCF_002224325.1	PRJNA224116	SAMN07357094		na	197	197	Campylobacter jejuni	strain=11168H/lacY		latest	Complete Genome	Major	Full	2017/07/24	ASM222432v1	Kingston University	GCA_002224325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/325/GCF_002224325.1_ASM222432v1		
GCF_002224385_1	GCF_002224385.1	PRJNA224116	SAMN07357174		na	197	197	Campylobacter jejuni	strain=81-176_G1_B0		latest	Complete Genome	Major	Full	2017/07/24	ASM222438v1	Kingston University	GCA_002224385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/385/GCF_002224385.1_ASM222438v1		
GCF_002234455_1	GCF_002234455.1	PRJNA224116	SAMN07304762		na	197	197	Campylobacter jejuni	strain=RM1246-ERRC		latest	Complete Genome	Major	Full	2017/07/27	ASM223445v1	U.S. Department of Agriculture	GCA_002234455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/455/GCF_002234455.1_ASM223445v1		
GCF_002238375_1	GCF_002238375.1	PRJNA224116	SAMN07357073		na	197	197	Campylobacter jejuni	strain=11168H/araE		latest	Complete Genome	Major	Full	2017/08/01	ASM223837v1	Kingston University	GCA_002238375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/238/375/GCF_002238375.1_ASM223837v1		
GCF_002407125_1	GCF_002407125.1	PRJNA224116	SAMN03580887		na	197	197	Campylobacter jejuni	strain=CFSAN032806		latest	Complete Genome	Major	Full	2017/10/02	ASM240712v1	US Food and Drug Administration	GCA_002407125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/125/GCF_002407125.1_ASM240712v1		
GCF_002587105_1	GCF_002587105.1	PRJNA224116	SAMN07312466		na	197	197	Campylobacter jejuni	strain=FDAARGOS_422		latest	Complete Genome	Major	Full	2017/10/18	ASM258710v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002587105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/587/105/GCF_002587105.1_ASM258710v1		
GCF_002587225_1	GCF_002587225.1	PRJNA224116	SAMN07312465		na	197	197	Campylobacter jejuni	strain=FDAARGOS_421		latest	Complete Genome	Major	Full	2017/10/18	ASM258722v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002587225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/587/225/GCF_002587225.1_ASM258722v1		
GCF_003030185_1	GCF_003030185.1	PRJNA224116	SAMN08663442		na	197	197	Campylobacter jejuni	strain=CFSAN054107		latest	Complete Genome	Major	Full	2018/04/02	ASM303018v1	FDA/CFSAN	GCA_003030185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/030/185/GCF_003030185.1_ASM303018v1		
GCF_003060725_1	GCF_003060725.1	PRJNA224116	SAMN08849677		na	197	197	Campylobacter jejuni	strain=12567		latest	Complete Genome	Major	Full	2018/04/23	ASM306072v1	University of Alberta	GCA_003060725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/725/GCF_003060725.1_ASM306072v1		
GCF_003060745_1	GCF_003060745.1	PRJNA224116	SAMN08849631		na	197	197	Campylobacter jejuni	strain=NCTC 12660		latest	Complete Genome	Major	Full	2018/04/23	ASM306074v1	University of Alberta	GCA_003060745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/745/GCF_003060745.1_ASM306074v1		
GCF_003060765_1	GCF_003060765.1	PRJNA224116	SAMN08849650		na	197	197	Campylobacter jejuni	strain=NCTC 12661		latest	Complete Genome	Major	Full	2018/04/23	ASM306076v1	University of Alberta	GCA_003060765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/765/GCF_003060765.1_ASM306076v1		
GCF_003060785_1	GCF_003060785.1	PRJNA224116	SAMN08849636		na	197	197	Campylobacter jejuni	strain=NCTC 12664		latest	Complete Genome	Major	Full	2018/04/23	ASM306078v1	University of Alberta	GCA_003060785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/785/GCF_003060785.1_ASM306078v1		
GCF_003368045_1	GCF_003368045.1	PRJNA224116	SAMN05831970		na	197	197	Campylobacter jejuni	strain=CJ067CC45		latest	Complete Genome	Major	Full	2018/08/09	ASM336804v1	University of Helsinki	GCA_003368045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/045/GCF_003368045.1_ASM336804v1		
GCF_003368065_1	GCF_003368065.1	PRJNA224116	SAMN05831978		na	197	197	Campylobacter jejuni	strain=CJ515CC45		latest	Complete Genome	Major	Full	2018/08/09	ASM336806v1	University of Helsinki	GCA_003368065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/065/GCF_003368065.1_ASM336806v1		
GCF_003368085_1	GCF_003368085.1	PRJNA224116	SAMN05831969		na	197	197	Campylobacter jejuni	strain=CJ031CC45		latest	Complete Genome	Major	Full	2018/08/09	ASM336808v1	University of Helsinki	GCA_003368085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/085/GCF_003368085.1_ASM336808v1		
GCF_003368105_1	GCF_003368105.1	PRJNA224116	SAMN05831994		na	197	197	Campylobacter jejuni	strain=CJ017CCUA		latest	Complete Genome	Major	Full	2018/08/09	ASM336810v1	University of Helsinki	GCA_003368105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/105/GCF_003368105.1_ASM336810v1		
GCF_003368125_1	GCF_003368125.1	PRJNA224116	SAMN05831976		na	197	197	Campylobacter jejuni	strain=CJ513CC45		latest	Complete Genome	Major	Full	2018/08/09	ASM336812v1	University of Helsinki	GCA_003368125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/125/GCF_003368125.1_ASM336812v1		
GCF_003368145_1	GCF_003368145.1	PRJNA224116	SAMN05831983		na	197	197	Campylobacter jejuni	strain=CJ088CC52		latest	Complete Genome	Major	Full	2018/08/09	ASM336814v1	University of Helsinki	GCA_003368145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/145/GCF_003368145.1_ASM336814v1		
GCF_003368165_1	GCF_003368165.1	PRJNA224116	SAMN05831985		na	197	197	Campylobacter jejuni	strain=CJ074CC443		latest	Complete Genome	Major	Full	2018/08/09	ASM336816v1	University of Helsinki	GCA_003368165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/165/GCF_003368165.1_ASM336816v1		
GCF_003368185_1	GCF_003368185.1	PRJNA224116	SAMN05831988		na	197	197	Campylobacter jejuni	strain=CJ071CC464		latest	Complete Genome	Major	Full	2018/08/09	ASM336818v1	University of Helsinki	GCA_003368185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/185/GCF_003368185.1_ASM336818v1		
GCF_003368205_1	GCF_003368205.1	PRJNA224116	SAMN05831990		na	197	197	Campylobacter jejuni	strain=CJ090CC1332		latest	Complete Genome	Major	Full	2018/08/09	ASM336820v1	University of Helsinki	GCA_003368205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/205/GCF_003368205.1_ASM336820v1		
GCF_003368225_1	GCF_003368225.1	PRJNA224116	SAMN05831991		na	197	197	Campylobacter jejuni	strain=CJ018CCUA		latest	Complete Genome	Major	Full	2018/08/09	ASM336822v1	University of Helsinki	GCA_003368225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/225/GCF_003368225.1_ASM336822v1		
GCF_003368245_1	GCF_003368245.1	PRJNA224116	SAMN05831989		na	197	197	Campylobacter jejuni	strain=CJ066CC508		latest	Complete Genome	Major	Full	2018/08/09	ASM336824v1	University of Helsinki	GCA_003368245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/245/GCF_003368245.1_ASM336824v1		
GCF_003574945_1	GCF_003574945.1	PRJNA224116	SAMN10034081		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=HPC5		latest	Complete Genome	Major	Full	2018/09/19	ASM357494v1	University of Nottingham	GCA_003574945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/945/GCF_003574945.1_ASM357494v1		
GCF_900475265_1	GCF_900475265.1	PRJNA224116	SAMEA3672890		na	32022	197	Campylobacter jejuni subsp. jejuni	strain=NCTC11168		latest	Complete Genome	Major	Full	2018/06/17	43024_F01	SC	GCA_900475265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/265/GCF_900475265.1_43024_F01		
